0,0,0,0,0.00
1,5918,300,90,210.00
2,5880,300,183,117.00
3,5994,300,240,60.00
4,6191,300,260,40.00
5,6351,300,270,30.00
6,6431,300,280,20.00
7,6581,300,280,20.00
8,6581,300,290,10.00
9,6717,300,286,14.00
10,6713,300,293,7.00
11,6727,300,296,4.00
12,6800,300,293,7.00
13,6804,300,296,4.00
14,6779,300,300,0.00
15,6783,300,300,0.00
16,6783,300,300,0.00
17,6783,300,300,0.00
18,6741,300,303,-3.00
19,6723,300,303,-3.00
20,6744,300,300,0.00
21,6741,300,300,0.00
22,6741,300,300,0.00
23,6741,300,300,0.00
24,6699,300,303,-3.00
25,6681,300,303,-3.00
26,6702,300,300,0.00
27,6699,300,300,0.00
28,6699,300,300,0.00
29,6657,300,303,-3.00
30,6639,300,303,-3.00
31,6660,300,300,0.00
32,6657,300,300,0.00
33,6615,300,303,-3.00
34,6639,300,300,0.00
35,6594,300,303,-3.00
36,6576,300,303,-3.00
37,6597,300,300,0.00
38,6552,300,303,-3.00
39,6534,300,303,-3.00
40,6555,300,300,0.00
41,6552,300,300,0.00
42,6552,300,300,0.00
43,6552,300,300,0.00
44,6552,300,300,0.00
45,6552,300,300,0.00
46,6510,300,303,-3.00
47,9432,300,93,207.00
48,7969,300,286,14.00
49,7644,300,330,-30.00
50,7478,300,330,-30.00
51,7324,300,326,-26.00
52,7138,300,326,-26.00
53,6956,300,326,-26.00
54,6858,300,320,-20.00
55,6712,300,320,-20.00
56,6628,300,316,-16.00
57,6554,300,313,-13.00
58,6460,300,313,-13.00
59,6411,300,310,-10.00
60,6394,300,306,-6.00
61,6292,300,310,-10.00
62,6282,300,306,-6.00
63,6236,300,306,-6.00
64,6194,300,306,-6.00
65,6152,300,306,-6.00
66,6110,300,306,-6.00
67,6068,300,306,-6.00
68,6026,300,306,-6.00
69,6026,300,303,-3.00
70,6044,300,300,0.00
71,6097,300,296,4.00
72,6065,300,300,0.00
73,6069,300,300,0.00
74,6069,300,300,0.00
75,6069,300,300,0.00
76,6069,300,300,0.00
77,6069,300,300,0.00
78,6069,300,300,0.00
79,6069,300,300,0.00
80,6125,300,296,4.00
81,6093,300,300,0.00
82,6097,300,300,0.00
83,6097,300,300,0.00
84,6097,300,300,0.00
85,6097,300,300,0.00
86,6097,300,300,0.00
87,6097,300,300,0.00
88,6153,300,296,4.00
89,6121,300,300,0.00
90,6125,300,300,0.00
91,6125,300,300,0.00
92,6181,300,296,4.00
93,6149,300,300,0.00
94,6153,300,300,0.00
95,6153,300,300,0.00
96,6153,300,300,0.00
97,6153,300,300,0.00
98,6153,300,300,0.00
99,6153,300,300,0.00
100,6153,300,300,0.00
101,6153,300,300,0.00
102,6153,300,300,0.00
103,6153,300,300,0.00
104,6153,300,300,0.00
105,3311,100,303,-203.00
106,2835,100,250,-150.00
107,2628,100,186,-86.00
108,2606,100,140,-40.00
109,2616,100,116,-16.00
110,2620,100,106,-6.00
111,2708,100,96,4.00
112,2670,100,100,0.00
113,2730,100,96,4.00
114,2698,100,100,0.00
115,2758,100,96,4.00
116,2684,100,103,-3.00
117,2712,100,100,0.00
118,2667,100,103,-3.00
119,2691,100,100,0.00
120,2688,100,100,0.00
121,2646,100,103,-3.00
122,2670,100,100,0.00
123,2667,100,100,0.00
124,2667,100,100,0.00
125,2667,100,100,0.00
126,2667,100,100,0.00
127,2667,100,100,0.00
128,2723,100,96,4.00
129,2649,100,103,-3.00
130,2733,100,96,4.00
131,2656,100,103,-3.00
132,2684,100,100,0.00
133,2681,100,100,0.00
134,2639,100,103,-3.00
135,2663,100,100,0.00
136,2660,100,100,0.00
137,2716,100,96,4.00
138,2684,100,100,0.00
139,2744,100,96,4.00
140,2628,100,106,-6.00
141,2736,100,96,4.00
142,2656,100,103,-3.00
143,2684,100,100,0.00
